id,name,slug,state,createdOn,lastPublished,has_content
66ad3c62be3ee5200f9fc8fb,Chattanooga Valley,chattanooga-valley,Georgia,2024-08-02T20:06:57.890Z,,False
66ad3c6aa2ac538098307951,Chester,chester-57b4d,Georgia,2024-08-02T20:07:06.316Z,,False
66ad3c62480ecdcbf3242ad5,Chickamauga,chickamauga,Georgia,2024-08-02T20:06:58.781Z,,False
66ad3c69c82fabd0a408839b,Clarkesville,clarkesville,Georgia,2024-08-02T20:07:05.162Z,,False
66ad3c558cdea0e07a944e47,Clarkston,clarkston,Georgia,2024-08-02T20:06:45.371Z,,False
66ad3c646a546a67c83f4ada,Claxton,claxton,Georgia,2024-08-02T20:07:00.167Z,,False
66ad3c66c9896978f7f41487,Clayton,clayton-b1cd0,Georgia,2024-08-02T20:07:02.522Z,,False
66ad3c6e921c8c113c3c369b,Clermont,clermont,Georgia,2024-08-02T20:07:10.971Z,,False
66ad3c7727a9893d4666d1c4,Cobb,cobb,Georgia,2024-08-02T20:07:19.832Z,,False
66ad3c5cf64fc2f8119e231c,Cochran,cochran,Georgia,2024-08-02T20:06:52.150Z,,False
66ad3c74f8f9bc841ff8c861,Cohutta,cohutta,Georgia,2024-08-02T20:07:16.209Z,,False
66ad3c76480ecdcbf3244c57,Colbert,colbert,Georgia,2024-08-02T20:07:18.855Z,,False
66ad3c76142cc8ce260201b7,Collins,collins,Georgia,2024-08-02T20:07:18.981Z,,False
66ad3c67e1960993c5dd1bb3,Colquitt,colquitt,Georgia,2024-08-02T20:07:03.807Z,,False
66ad3c6a4420825511b18d28,Comer,comer,Georgia,2024-08-02T20:07:06.138Z,,False
66ad3c59ee0035ecc53dafbd,Commerce,commerce,Georgia,2024-08-02T20:06:49.362Z,,False
66ad3c5a397285c936730725,Conley,conley,Georgia,2024-08-02T20:06:50.487Z,,False
66ad3c733cafb31b410da736,Coolidge,coolidge,Georgia,2024-08-02T20:07:15.632Z,,False
66ad3c58480ecdcbf3241ca7,Country Club Estates,country-club-estates,Georgia,2024-08-02T20:06:48.263Z,,False
66ad3c70c733165256033097,Crawford,crawford,Georgia,2024-08-02T20:07:12.370Z,,False
66ad3c77921c8c113c3c3cc4,Crawfordville,crawfordville,Georgia,2024-08-02T20:07:19.196Z,,False
66ad3c75397285c93673164b,Crescent,crescent,Georgia,2024-08-02T20:07:17.776Z,,False
66ad3c75fccb03394215d27d,Crooked Creek,crooked-creek,Georgia,2024-08-02T20:07:17.110Z,,False
66ad3c594906d585b7b9f566,Dacula,dacula,Georgia,2024-08-02T20:06:49.779Z,,False
66ad3c71ee0035ecc53dbbdd,Danielsville,danielsville,Georgia,2024-08-02T20:07:13.663Z,,False
66ad3c6cffa1dfaba5614caa,Darien,darien,Georgia,2024-08-02T20:07:08.803Z,,False
66ad3c6f75ff33f70e7c2b49,Dasher,dasher,Georgia,2024-08-02T20:07:11.623Z,,False
66ad3c6767e4c7ab704097c8,Davisboro,davisboro,Georgia,2024-08-02T20:07:03.092Z,,False
66ad3c75921c8c113c3c3c58,Dearing,dearing,Georgia,2024-08-02T20:07:17.884Z,,False
66ad3c67c9896978f7f41527,Deenwood,deenwood,Georgia,2024-08-02T20:07:03.540Z,,False
66ad3c667eb1007e1c277485,Demorest,demorest,Georgia,2024-08-02T20:07:02.143Z,,False
66ad3c6f2bd09b9e94b720de,Dexter,dexter,Georgia,2024-08-02T20:07:11.861Z,,False
66ad3c5827a9893d4666bdfb,Dock Junction,dock-junction,Georgia,2024-08-02T20:06:48.907Z,,False
66ad3c7230a48b91256bc467,Doerun,doerun,Georgia,2024-08-02T20:07:14.467Z,,False
66ad3c56389f8bdae000fd48,Doraville,doraville,Georgia,2024-08-02T20:06:46.868Z,,False
66ad3c58480ecdcbf3241cd6,Druid Hills,druid-hills,Georgia,2024-08-02T20:06:48.530Z,,False
66ad3c752c0248af519e9c48,Dudley,dudley,Georgia,2024-08-02T20:07:17.465Z,,False
66ad3c6c2ea4361dc21081d7,Dutch Island,dutch-island,Georgia,2024-08-02T20:07:08.667Z,,False
66ad3c632c0248af519e8a26,East Dublin,east-dublin,Georgia,2024-08-02T20:06:59.163Z,,False
66ad3c781bb9f765b7bd588b,East Ellijay,east-ellijay,Georgia,2024-08-02T20:07:20.565Z,,False
66ad3c6dae0e8ff8a486120c,East Griffin,east-griffin,Georgia,2024-08-02T20:07:09.295Z,,False
66ad3c72cc0e8fbc4d77cb72,East Newnan,east-newnan,Georgia,2024-08-02T20:07:14.157Z,,False
66ad3c5edd62e6a60e44a39e,Echols County,echols-county,Georgia,2024-08-02T20:06:54.654Z,,False
66ad3c6d03a96fd398e1e9ae,Edison,edison-2a9a6,Georgia,2024-08-02T20:07:09.145Z,,False
66ad3c5ce26979851e6b11a7,Elberton,elberton,Georgia,2024-08-02T20:06:52.506Z,,False
66ad3c6be1960993c5dd1d64,Ellaville,ellaville,Georgia,2024-08-02T20:07:07.427Z,,False
66ad3c70c46f12a175d2abfb,Ellerslie,ellerslie,Georgia,2024-08-02T20:07:12.123Z,,False
66ad3c6a142cc8ce2601fc97,Ellijay,ellijay,Georgia,2024-08-02T20:07:06.234Z,,False
66ad3c6b4906d585b7b9fe99,Emerson,emerson-c7e40,Georgia,2024-08-02T20:07:07.234Z,,False
66ad3c7941511bff21923ac1,Empire,empire,Georgia,2024-08-02T20:07:21.744Z,,False
66ad3c6c7382f042ca5427f5,Enigma,enigma,Georgia,2024-08-02T20:07:08.887Z,,False
66ad3c78c73316525603357c,Ephesus,ephesus,Georgia,2024-08-02T20:07:20.235Z,,False
66ad3c77f5ebefd3fb95ecdb,Epworth,epworth,Georgia,2024-08-02T20:07:19.531Z,,False
66ad3c6b6bdb8177169fb8af,Eton,eton,Georgia,2024-08-02T20:07:07.233Z,,False
66ad3c5dd93f377ccfacef21,Euharlee,euharlee,Georgia,2024-08-02T20:06:53.266Z,,False
66ad3c77e933b254c9c656b6,Eulonia,eulonia,Georgia,2024-08-02T20:07:19.800Z,,False
66ad3c64f5ebefd3fb95def9,Experiment,experiment,Georgia,2024-08-02T20:07:00.116Z,,False
66ad3c57d93f377ccfacebbf,Fair Oaks,fair-oaks,Georgia,2024-08-02T20:06:47.735Z,,False
66ad3c5add62e6a60e44a11f,Fairfield Plantation,fairfield-plantation,Georgia,2024-08-02T20:06:50.249Z,,False
66ad3c6de06c0b2220f1af89,Fairmount,fairmount,Georgia,2024-08-02T20:07:09.411Z,,False
66ad3c6ded5e6fb71ac35330,Fairplay,fairplay,Georgia,2024-08-02T20:07:09.713Z,,False
66ad3c5affa1dfaba5614419,Fairview,fairview-4bb64,Georgia,2024-08-02T20:06:50.901Z,,False
66ad3c7a18abfa837df00cea,Fargo,fargo,Georgia,2024-08-02T20:07:22.067Z,,False
66ad3c6d2ea4361dc21082f4,Flemington,flemington-824f0,Georgia,2024-08-02T20:07:09.740Z,,False
66ad3c6ea7ef74e33c93755a,Flovilla,flovilla,Georgia,2024-08-02T20:07:10.071Z,,False
66ad3c57e26979851e6b0dd0,Flowery Branch,flowery-branch,Georgia,2024-08-02T20:06:47.788Z,,False
66ad3c70dd62e6a60e44c447,Fort Gaines,fort-gaines,Georgia,2024-08-02T20:07:12.417Z,,False
66ad3c57e1db3d28a44499e4,Fort Oglethorpe,fort-oglethorpe,Georgia,2024-08-02T20:06:47.168Z,,False
66ad3c57d699a08450ce85ce,Fort Stewart,fort-stewart,Georgia,2024-08-02T20:06:47.841Z,,False
66ad3c58e61b522e36733c91,Fort Valley,fort-valley,Georgia,2024-08-02T20:06:48.827Z,,False
66ad3c71389f8bdae0011082,Franklin,franklin-66b19,Georgia,2024-08-02T20:07:13.556Z,,False
66ad3c6f15fb93b050ffdf87,Franklin Springs,franklin-springs,Georgia,2024-08-02T20:07:11.930Z,,False
66ad3c723cafb31b410da694,Funston,funston,Georgia,2024-08-02T20:07:14.819Z,,False
66ad3c57b4e1c70cac11ca92,Garden,garden,Georgia,2024-08-02T20:06:47.019Z,,False
66ad3c566a546a67c83f3b63,George,george,Georgia,2024-08-02T20:06:46.471Z,,False
66ad3c6767e4c7ab70409888,George-Quitman County,george-quitman-county,Georgia,2024-08-02T20:07:03.383Z,,False
66ad3c725bc14c1156329ed3,Gibson,gibson,Georgia,2024-08-02T20:07:14.242Z,,False
66ad3c5b6ff7161fa3d589e3,Glennville,glennville,Georgia,2024-08-02T20:06:51.340Z,,False
66ad3c74cc0e8fbc4d77ccca,Glenwood,glenwood,Georgia,2024-08-02T20:07:16.063Z,,False
66ad3c68427c1fb0d71b362c,Gordon,gordon,Georgia,2024-08-02T20:07:04.087Z,,False
66ad3c758cdea0e07a94630f,Graham,graham,Georgia,2024-08-02T20:07:17.186Z,,False
66ad3c619dd5d8624cdfbed5,Grantville,grantville,Georgia,2024-08-02T20:06:57.360Z,,False
66ad3c60a29ce227f56e601f,Gray,gray,Georgia,2024-08-02T20:06:56.298Z,,False
66ad3c5cc9896978f7f40da5,Grayson,grayson,Georgia,2024-08-02T20:06:52.776Z,,False
66ad3c5fe61b522e36735c30,Greensboro,greensboro,Georgia,2024-08-02T20:06:55.260Z,,False
66ad3c6ff1b824d2e5548d81,Greenville,greenville,Georgia,2024-08-02T20:07:11.227Z,,False
66ad3c592c0248af519e854b,Gresham Park,gresham-park,Georgia,2024-08-02T20:06:49.255Z,,False
66ad3c54e06c0b2220f1a0ca,Grove,grove,Georgia,2024-08-02T20:06:44.701Z,,False
66ad3c75f1b824d2e55490b1,Gumbranch,gumbranch,Georgia,2024-08-02T20:07:17.980Z,,False
66ad3c6767e4c7ab704097b9,Gumlog,gumlog,Georgia,2024-08-02T20:07:03.042Z,,False
66ad3c65921c8c113c3c321a,Guyton,guyton,Georgia,2024-08-02T20:07:01.431Z,,False
66ad3c6b2e6c3bb4992088c9,Hagan,hagan,Georgia,2024-08-02T20:07:07.727Z,,False
66ad3c60db01484a9f4a01b1,Hahira,hahira,Georgia,2024-08-02T20:06:56.372Z,,False
66ad3c695bc14c1156329224,Hamilton,hamilton-d70f8,Georgia,2024-08-02T20:07:05.185Z,,False
66ad3c58397285c93673061d,Hampton,hampton-e924e,Georgia,2024-08-02T20:06:48.631Z,,False
66ad3c5fffa1dfaba56146cc,Hannahs Mill,hannahs-mill,Georgia,2024-08-02T20:06:55.057Z,,False
66ad3c5ab4e1c70cac11cc07,Hapeville,hapeville,Georgia,2024-08-02T20:06:50.140Z,,False
66ad3c61ed5e6fb71ac3475f,Hardwick,hardwick-e65c5,Georgia,2024-08-02T20:06:57.116Z,,False
66ad3c5e27a9893d4666c0d0,Harlem,harlem,Georgia,2024-08-02T20:06:54.891Z,,False
66ad3c794baf0cfaa15fda0a,Helen,helen,Georgia,2024-08-02T20:07:21.365Z,,False
66ad3c62c9896978f7f412be,Henderson,henderson,Georgia,2024-08-02T20:06:58.410Z,,False
66ad3c5e2e6c3bb499208249,Heron Bay,heron-bay,Georgia,2024-08-02T20:06:54.128Z,,False
66ad3c6eee0035ecc53dba36,Hiawassee,hiawassee,Georgia,2024-08-02T20:07:10.497Z,,False
66ad3c5bc82fabd0a4087c2e,Hiram,hiram,Georgia,2024-08-02T20:06:51.989Z,,False
66ad3c72ad3310e83b14205d,Hoboken,hoboken-b310c,Georgia,2024-08-02T20:07:14.774Z,,False
66ad3c6030a48b91256bbaa6,Hogansville,hogansville,Georgia,2024-08-02T20:06:56.894Z,,False
66ad3c54a2ac538098306a66,Holly Springs,holly-springs,Georgia,2024-08-02T20:06:44.556Z,,False
66ad3c6e427c1fb0d71b3997,Homeland,homeland,Georgia,2024-08-02T20:07:10.516Z,,False
66ad3c6a16211a93fa30a9c9,Homer,homer,Georgia,2024-08-02T20:07:06.989Z,,False
66ad3c615098f548b709ecd5,Hoschton,hoschton,Georgia,2024-08-02T20:06:57.789Z,,False
66ad3c76f64da5ce9e4cabef,Ideal,ideal,Georgia,2024-08-02T20:07:18.288Z,,False
66ad3c6875ff33f70e7c2853,Indian Springs,indian-springs,Georgia,2024-08-02T20:07:04.909Z,,False
66ad3c78fccb03394215d7ab,Irwinton,irwinton,Georgia,2024-08-02T20:07:20.219Z,,False
66ad3c67921c8c113c3c32bf,Isle of Hope,isle-of-hope,Georgia,2024-08-02T20:07:03.470Z,,False
66ad3c6f778ad8f60a41887d,Ivey,ivey,Georgia,2024-08-02T20:07:11.688Z,,False
66ad3c5d5bc14c1156328581,Jasper,jasper,Georgia,2024-08-02T20:06:53.565Z,,False
66ad3c7015fb93b050ffe007,Jeffersonville,jeffersonville,Georgia,2024-08-02T20:07:12.771Z,,False
66ad3c71c46f12a175d2ac73,Jekyll Island,jekyll-island,Georgia,2024-08-02T20:07:13.453Z,,False
66ad3c5d16211a93fa309f70,Jonesboro,jonesboro,Georgia,2024-08-02T20:06:53.297Z,,False
66ad3c6303a96fd398e1e5eb,Kennesaw State University,kennesaw-state-university,Georgia,2024-08-02T20:06:59.795Z,,False
66ad3c657eb1007e1c2773f7,Kings Bay Base,kings-bay-base,Georgia,2024-08-02T20:07:01.321Z,,False
66ad3c73b672c190d910977e,Kingston,kingston,Georgia,2024-08-02T20:07:15.655Z,,False
66ad3c6341511bff21922e09,Lake,lake,Georgia,2024-08-02T20:06:59.132Z,,False
66ad3c714fef8862e4cdf1e1,Lake Park,lake-park,Georgia,2024-08-02T20:07:12.859Z,,False
66ad3c5cc9896978f7f40d6e,Lakeview,lakeview,Georgia,2024-08-02T20:06:52.463Z,,False
66ad3c63e1db3d28a444a322,Lakeview Estates,lakeview-estates,Georgia,2024-08-02T20:06:59.598Z,,False
66ad3c66e61b522e36735fae,Lavonia,lavonia,Georgia,2024-08-02T20:07:01.767Z,,False
66ad3c60e61b522e36735d08,Leesburg,leesburg,Georgia,2024-08-02T20:06:56.171Z,,False
66ad3c724420825511b195ae,Lenox,lenox,Georgia,2024-08-02T20:07:14.608Z,,False
66ad3c78f5ebefd3fb95edcb,Leslie,leslie,Georgia,2024-08-02T20:07:20.763Z,,False
66ad3c55e79f67571c0a3e10,Lilburn,lilburn,Georgia,2024-08-02T20:06:45.278Z,,False
66ad3c742c0248af519e9bba,Lincoln Park,lincoln-park-378bb,Georgia,2024-08-02T20:07:16.094Z,,False
66ad3c692bd09b9e94b71cb3,Lincolnton,lincolnton,Georgia,2024-08-02T20:07:05.209Z,,False
66ad3c5c27a9893d4666bfe2,Lindale,lindale,Georgia,2024-08-02T20:06:52.804Z,,False
66ad3c644906d585b7b9faa9,Lithonia,lithonia,Georgia,2024-08-02T20:07:00.097Z,,False
66ad3c587382f042ca54174c,Locust Grove,locust-grove,Georgia,2024-08-02T20:06:48.052Z,,False
66ad3c56dd62e6a60e449e55,Loganville,loganville,Georgia,2024-08-02T20:06:46.793Z,,False
66ad3c69b1e739f1dd07b9d3,Lookout Mountain,lookout-mountain,Georgia,2024-08-02T20:07:05.920Z,,False
66ad3c57fcc0eb28f2e156e4,Lovejoy,lovejoy,Georgia,2024-08-02T20:06:47.233Z,,False
66ad3c674906d585b7b9fd42,Ludowici,ludowici,Georgia,2024-08-02T20:07:03.624Z,,False
66ad3c63a7ef74e33c936e7d,Lula,lula,Georgia,2024-08-02T20:06:59.188Z,,False
66ad3c6efcc0eb28f2e1672f,Lumber,lumber,Georgia,2024-08-02T20:07:10.742Z,,False
66ad3c73811d3428052c2152,Lumpkin,lumpkin,Georgia,2024-08-02T20:07:15.274Z,,False
66ad3c73b1e739f1dd07bd43,Luthersville,luthersville,Georgia,2024-08-02T20:07:15.165Z,,False
66ad3c78fcc0eb28f2e16e92,Lyerly,lyerly,Georgia,2024-08-02T20:07:20.163Z,,False
66ad3c5d67e4c7ab70408e24,Lyons,lyons,Georgia,2024-08-02T20:06:53.834Z,,False
66ad3c5cc46f12a175d294e1,Madison,madison-4745f,Georgia,2024-08-02T20:06:52.733Z,,False
66ad3c704fef8862e4cdf161,Marshallville,marshallville,Georgia,2024-08-02T20:07:12.185Z,,False
66ad3c79150c5a6f09b4ae2e,Maxeys,maxeys,Georgia,2024-08-02T20:07:21.671Z,,False
66ad3c6aad3310e83b141bb8,Maysville,maysville,Georgia,2024-08-02T20:07:06.720Z,,False
66ad3c6a596170f4778b0062,McCaysville,mccaysville,Georgia,2024-08-02T20:07:06.667Z,,False
66ad3c7406ccedc50530dd4c,McIntyre,mcintyre,Georgia,2024-08-02T20:07:16.461Z,,False
66ad3c5a6ff7161fa3d5898d,McRae-Helena,mcrae-helena,Georgia,2024-08-02T20:06:50.418Z,,False
66ad3c71150c5a6f09b4a8b4,Meigs,meigs,Georgia,2024-08-02T20:07:13.890Z,,False
66ad3c7a427c1fb0d71b411d,Menlo,menlo,Georgia,2024-08-02T20:07:22.068Z,,False
66ad3c5dcc0e8fbc4d77bacd,Metter,metter,Georgia,2024-08-02T20:06:53.948Z,,False
66ad3c65c46f12a175d2a6b0,Midway,midway,Georgia,2024-08-02T20:07:01.169Z,,False
66ad3c75f5ebefd3fb95ec2a,Milan,milan,Georgia,2024-08-02T20:07:17.975Z,,False
66ad3c62e61b522e36735e6e,Millen,millen,Georgia,2024-08-02T20:06:58.637Z,,False
66ad3c76e187c6decfadbc86,Milner,milner,Georgia,2024-08-02T20:07:18.411Z,,False
66ad3c73455dcf16acff06cf,Milstead,milstead,Georgia,2024-08-02T20:07:15.312Z,,False
66ad3c756bdb8177169fbbba,Molena,molena,Georgia,2024-08-02T20:07:17.359Z,,False
66ad3c626ff7161fa3d59063,Montezuma,montezuma,Georgia,2024-08-02T20:06:58.285Z,,False
66ad3c5c03a96fd398e1e207,Montgomery,montgomery-622f3,Georgia,2024-08-02T20:06:52.540Z,,False
66ad3c644906d585b7b9fad3,Monticello,monticello,Georgia,2024-08-02T20:07:00.269Z,,False
66ad3c6be56bee9896042bad,Moody AFB,moody-afb,Georgia,2024-08-02T20:07:07.371Z,,False
66ad3c76ffa1dfaba56158cf,Moreland,moreland,Georgia,2024-08-02T20:07:18.720Z,,False
66ad3c69921c8c113c3c341b,Morgan,morgan,Georgia,2024-08-02T20:07:05.529Z,,False
66ad3c5a5bc14c1156328328,Morrow,morrow,Georgia,2024-08-02T20:06:50.152Z,,False
66ad3c77f08c1c4dd07ba68e,Morven,morven,Georgia,2024-08-02T20:07:19.228Z,,False
66ad3c55db01484a9f49fd04,Moultrie,moultrie,Georgia,2024-08-02T20:06:45.828Z,,False
66ad3c6bd699a08450ce90fc,Mount Airy,mount-airy,Georgia,2024-08-02T20:07:07.863Z,,False
66ad3c667382f042ca542342,Mount Vernon,mount-vernon,Georgia,2024-08-02T20:07:02.572Z,,False
66ad3c69dd62e6a60e44bea8,Mount Zion,mount-zion,Georgia,2024-08-02T20:07:05.349Z,,False
66ad3c7003a96fd398e1ed2c,Mountain,mountain,Georgia,2024-08-02T20:07:12.476Z,,False
66ad3c56427c1fb0d71b2b14,Mountain Park,mountain-park,Georgia,2024-08-02T20:06:46.327Z,,False
66ad3c6bffa1dfaba5614c40,Nahunta,nahunta,Georgia,2024-08-02T20:07:07.846Z,,False
66ad3c7175ff33f70e7c2c2d,Nelson,nelson,Georgia,2024-08-02T20:07:13.501Z,,False
66ad3c796a546a67c83f57c1,New England,new-england,Georgia,2024-08-02T20:07:21.750Z,,False
66ad3c76480ecdcbf3244bea,Newborn,newborn,Georgia,2024-08-02T20:07:18.014Z,,False
66ad3c79db01484a9f4a0def,Newton,newton-1962d,Georgia,2024-08-02T20:07:21.425Z,,False
66ad3c616a546a67c83f48ca,Nicholls,nicholls,Georgia,2024-08-02T20:06:57.923Z,,False
66ad3c6703a96fd398e1e76e,Nicholson,nicholson,Georgia,2024-08-02T20:07:03.976Z,,False
66ad3c6efcc0eb28f2e16772,Norman Park,norman-park,Georgia,2024-08-02T20:07:10.903Z,,False
66ad3c54e61b522e3673313d,North Decatur,north-decatur,Georgia,2024-08-02T20:06:44.365Z,,False
66ad3c536ff7161fa3d587cf,North Druid Hills,north-druid-hills,Georgia,2024-08-02T20:06:43.745Z,,False
66ad3c74fa1efcd2091fb3b3,North High Shoals,north-high-shoals,Georgia,2024-08-02T20:07:16.417Z,,False
66ad3c78c82fabd0a4089172,Oak Park,oak-park,Georgia,2024-08-02T20:07:20.610Z,,False
66ad3c5b4baf0cfaa15fc934,Oakwood,oakwood,Georgia,2024-08-02T20:06:51.543Z,,False
66ad3c75455dcf16acff07b0,Ochlocknee,ochlocknee,Georgia,2024-08-02T20:07:17.225Z,,False
66ad3c60ad3310e83b1414e9,Ocilla,ocilla,Georgia,2024-08-02T20:06:56.444Z,,False
66ad3c71175e13707165c63f,Offerman,offerman,Georgia,2024-08-02T20:07:13.808Z,,False
66ad3c6ff5ebefd3fb95e6a2,Oglethorpe,oglethorpe,Georgia,2024-08-02T20:07:11.206Z,,False
66ad3c6cd93f377ccfacfd47,Omega,omega,Georgia,2024-08-02T20:07:08.383Z,,False
